CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_ACCEPT_LOG;We accepted the offer to resolve the crisis from $ACTOR$.;;Wir haben das Angebot von  $ACTOR$ zur Beendigung des Konflikts angenommen.;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_ACCEPT_MAP;Peace!;Paix !;Frieden!;;¡Paz!;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_ACCEPT_SETUP;When we accept an offer from the other side in a crisis;;Wenn wir das Angebot der anderen Seite in einem Konflikt akzeptieren;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_1;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_2;We have declined the peaceoffer from;;Wir haben das Friedensangebot von;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_3;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_4;on the following terms:;;zu den folgenden Bedingungen abgelehnt:;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_5;*;*;*;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_6;*;*;*;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_BTN1;Fine!;Parfait !;Gut!;;¡Bien!;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_BTN2;Fine!;Parfait !;Gut!;;¡Bien!;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_BTN3;Goto;Voir;Geht zu;;Ir allí;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_LOG;We declined the crisis suggestion offer from $ACTOR$.;;Wir haben den Friedensvorschlag von $ACTOR$ zur Beendigung des Konflikts abgelehnt.;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_MAP;*;*;*;*;*;*;*;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BACK_DOWN_WE_DECLINE_SETUP;When we decline a offer to resolve a crisis;;Wenn wir ein Angebot zur Beendigung eines Konflikts ablehnen;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BECAME_WAR_1;International Crisis;*;Internationaler Konflikt;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BECAME_WAR_2;The diplomatic negotiations in the current crisis have failed.;*;Die diplomatischen Verhandlungen im aktuellen Konflikt sind fehlgeschlagen.;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BECAME_WAR_3;It seems the field of battle will decide who is right.;*;Das Schlachtfeld wird wohl entscheiden wer Recht hat.;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BECAME_WAR_4;*;*;*;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BECAME_WAR_5;*;*;*;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BECAME_WAR_6;*;*;*;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BECAME_WAR_BTN1;Ok;OK;Ok;;Aceptar;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BECAME_WAR_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BECAME_WAR_LOG;A crisis has escalated into war.;;Ein Konflikt ist in einen Krieg ausgeartet.;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_BECAME_WAR_SETUP;A crisis has escalated into war;;Ein Konflikt ist in einen Krieg ausgeartet;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_CANT_DECLARE_WAR;You can not declare war or be declared war upon if you are involved in a crisis.;;Ihr könnt keinen Krieg erklären oder eine Kriegserklärung erhalten, wenn Ihr Euch in einem Konflikt befindet.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_DAYS_UNTIL_WAR;War will break out in §Y$DAYS$§! days if a diplomatic solution is not found.;;In §Y$DAYS$§! Tag(en) wird Krieg ausbrechen, wenn keine diplomatische Lösung gefunden wird.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_DESCRIPTION_COLONIZE;Crisis over the rights to colonize.;;Koloniale Krise;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_DESCRIPTION_INFLUENCE;The struggle for control in $COUNTRY$;;Der Kampf um die Kontrolle in $COUNTRY$;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_DESCRIPTION_LIBERATION;Crisis over the liberation of $COUNTRY$.;;Konflikt um die Befreiung von $COUNTRY$.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_DESCRIPTION_RECLAIM;Crisis over the return of $COUNTRY$'s rightful territories.;;Konflikt um die Rückgewinnung rechtmäßiger Gebiete von $COUNTRY$.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_END_DESC_LONG1;It is peace for our time', great powers announce, emerging from the summit negotiations with a diplomatic resolution to the brewing international crisis, which many claimed might have plunged them into war if a compromise was not reached. 'We declare there is no desire between our peoples to go to war against one another', the competing sides declared, though careful observers took notice that one side might be perceived as the victor, leaving the other with bitter aftertaste of concessions and loss of prestige, threatening the longevity of the signed agreement.;;Die Großmächte verkünden 'Frieden in unserer Zeit', nachdem sie in Gipfeltreffen eine diplomatische Lösung im beginnenden internationalen Konflikt fanden, der nach Meinung vieler ohne Kompromisse zu einem Krieg geführt hätte. 'Wir erklären, dass zwischen unseren Völkern keine Kriegsabsicht besteht', äußerten beide Seiten. Wachsame Beobachter deuten an, dass eine Seite durchaus als Sieger hervorging, während die andere bittere Zugeständnisse und heftigen Prestigeverlust hinnehmen musste, was die Langlebigkeit des unterzeichneten Abkommens in Frage stellt.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_END_DESC_LONG2;There is widespread relief following the news that a peaceful solution has been arrived at in $STRING_0_0$, recently a diplomatic hot spot. <CrisisWinner++++++> has managed to increase their influence after securing the backing of the Great Powers. An International Conference successfully brought the crisis to an end following weeks of diplomatic manoeuvres. War has been averted for the time being, although there is not universal satisfaction with the outcome, and it remains to be seen whether another power will challenge <CrisisWinner++++++> in the future.;;Weltweite Erleichterung folgt auf die Nachricht, dass eine friedliche Lösung im diplomatischen Hexenkessel $STRING_0_0$ gefunden wurde. <CrisisWinner++++++> konnte mit dem Rückhalt der Großmächte seinen Einfluss erhöhen. Eine internationale Konferenz, nach Wochen voll diplomatischer Manöver, beendete den Konflikt erfolgreich. Für den Augenblick wurde ein Krieg verhindert, auch wenn nicht alle mit dem Ergebnis zufrieden sind. Es bleibt abzuwarten, ob eine andere Macht <CrisisWinner++++++> in der Zukunft herausfordern wird.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_END_DESC_MEDIUM1;It is peace for our time', great powers announce, emerging from the summit negotiations with a diplomatic resolution to the brewing international crisis, which many claimed might have plunged them into the dreaded state of war if a compromise was not reached.;;Die Großmächte verkünden 'Frieden in unserer Zeit', nachdem sie in Gipfeltreffen eine diplomatische Lösung im beginnenden internationalen Konflikt fanden, der nach Meinung vieler ohne Kompromisse zu einem Krieg geführt hätte.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_END_DESC_MEDIUM2;The international crisis in $STRING_0_0$ has reached a peaceful solution following a diplomatic conference of the Great Powers. <CrisisWinner++++++> has been able to increase their influence, without resorting to war. It remains to be seen whether this peace will last.;;Der internationale Konflikt in $STRING_0_0$ fand nach einer diplomatischen Konferenz der Großmächte eine friedliche Lösung. <CrisisWinner++++++> konnte seinen Einfluss erhöhen, ohne zu Kriegsmitteln greifen zu müssen. Es bleibt abzuwarten, ob der Frieden halten wird.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_END_DESC_SHORT1;It is peace for our time', great powers announce, emerging from the summit negotiations with a diplomatic resolution to the brewing international crisis, averting the possiblity of war.;;Die Großmächte verkünden 'Frieden in unserer Zeit', nachdem sie in Gipfeltreffen eine diplomatische Lösung im beginnenden internationalen Konflikt fanden und Krieg vermeideten.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_END_DESC_SHORT2;War has been averted as the crisis in $STRING_0_0$ has been resolved following a conference of the Great Powers. <CrisisWinner++++++> has successfully increased their influence ;;Ein Konflikt in $STRING_0_0$ wurde nach einer Konferenz der Großmächte gelöst und Krieg verhindert. <CrisisWinner++++++> konnte erfolgreich seinen Einfluss erhöhen.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_END_TITLE1;CRISIS AVERTED!;;KONFLIKT VERHINDERT!;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_END_TITLE2;Tensions Recede;;Spannungen nehmen ab;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_INTEREST;Their interest: §Y$VAL$§!;;Ihre Zinsen: §Y$VAL$§!;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_MAKE_OFFER;Make an offer to §Y$COUNTRY$§! to entice them to back your side.;;Macht §Y$COUNTRY$§! ein Angebot, um sie zu ködern, Euch Rückhalt zu geben. ;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_MAKE_OFFER_INVALID;You must offer them something!;;Ihr müsst ihnen etwas anbieten!;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_MAKE_OFFER_NOT_LEADER;You must be a leader in the crisis to make offers.;;Ihr müsst der Anführer in diesem Konflikt sein, um Angebote machen zu können.;;;;;;;;x;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NOBODY_BACKED_1;Crisis averted for now;*;Konflikt vorerst abgewendet;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NOBODY_BACKED_2;The crisis in;;Der Konflikt in;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NOBODY_BACKED_3;§Y$CRISISTARGET$§!;*;§Y$CRISISTARGET$§!;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NOBODY_BACKED_4;failed to enlist international interest at this time.;;hat zu diesem Zeitpunkt kein internationales Interesse hervorgerufen.;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NOBODY_BACKED_5;*;*;*;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NOBODY_BACKED_6;*;*;*;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NOBODY_BACKED_BTN1;Ok;OK;Ok;;Aceptar;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NOBODY_BACKED_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;;$MESSENGER$;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NOBODY_BACKED_LOG;Nobody backed current crisis;;Niemand hat den aktuellen Konflikt unterstützt;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NOBODY_BACKED_SETUP;When nobody backs a crisis;;Wenn niemand in einem Konflikt Unterstützung anbietet;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NO_SIDE_PICKED_1;Diplomatic Indecisiveness;*;Diplomatische Unentschlossenheit;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NO_SIDE_PICKED_2;Because of our failure to act;*;Aufgrund unseres Unvermögens zu handeln,;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NO_SIDE_PICKED_3;our prestige is reduced by §R$PENALTY$§!.;*;wird unser Prestige um §R$PENALTY$§! reduziert.;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NO_SIDE_PICKED_4;In the future we must make a stand in international politics or risk being ignored.;*;In Zukunft müssen wir in der internationalen Politik Stellung beziehen oder wir riskieren es, ignoriert zu werden.;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NO_SIDE_PICKED_5;*;*;*;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NO_SIDE_PICKED_6;*;*;*;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NO_SIDE_PICKED_BTN1;Ok;OK;Ok;;Aceptar;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NO_SIDE_PICKED_HEADER;*;*;*;;*;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NO_SIDE_PICKED_LOG;We failed to act before the current crisis concluded;;Wir haben es verpasst zu handeln, bevor der aktuelle Konflikt ihren Abschluss fand;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_NO_SIDE_PICKED_SETUP;When we have avoided backing one of the sides of the crisis;;Wenn wir es vermieden haben, eine der Seiten in einem Konflikt zu unterstützen;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_OFFERTITLE;Make Offer;;Macht ein Angebot;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_OFFER_DI;Offer of joining a side of a crisis;;Angebot, einer Seite in einem Konflikt beizutreten;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_OFFER_OFFER;$ACTOR$ offer §Y$WARGOAL$§! to join their side in the current crisis.;;$ACTOR$ bietet §Y$WARGOAL$§!, um sich ihrer Seite in dem momentanen Konflikt anzuschließen.;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_OFFER_OTHER_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_OFFER_OTHER_ACCEPT_2;Trouble is brewing;;Ungemach droht;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_OFFER_OTHER_ACCEPT_3;It seems that $RECIPIENT$;;Es scheint, dass $RECIPIENT$;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_OFFER_OTHER_ACCEPT_4;has decided to join the current crisis;;sich dazu entschlossen hat, dem aktuellen Konflikt;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_OFFER_OTHER_ACCEPT_5;on the side of $ACTOR$;;auf der Seite von $ACTOR$ anzuschließen;;;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIS_OFFER_OTHER_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
